0.09; -0.14; 9.76
0.08; -0.15; 9.77
0.1; -0.14; 9.78
0.08; -0.15; 9.71
0.08; -0.14; 9.73
0.09; -0.13; 9.72
0.06; -0.14; 9.71
0.05; -0.12; 9.73
0.11; -0.12; 9.75
0.1; -0.09; 9.73
0.04; -0.11; 9.73
0.02; -0.11; 9.75
0.07; -0.12; 9.73
0.09; -0.13; 9.76
0.1; -0.12; 9.75
0.08; -0.13; 9.76
0.08; -0.09; 9.72
0.07; -0.12; 9.71
0.05; -0.12; 9.75
0.05; -0.14; 9.74
0.09; -0.07; 9.71
0.07; -0.11; 9.71
0.09; -0.13; 9.73
0.09; -0.11; 9.74
0.04; -0.13; 9.74
0.06; -0.12; 9.75
0.06; -0.14; 9.75
0.07; -0.13; 9.75
0.08; -0.1; 9.72
0.08; -0.14; 9.72
0.11; -0.11; 9.77
0.05; -0.15; 9.74
0.09; -0.15; 9.69
0.03; -0.11; 9.7
0.08; -0.11; 9.75
0.08; -0.11; 9.72
0.1; -0.11; 9.75
0.06; -0.11; 9.74
0.1; -0.13; 9.86
0.1; -0.13; 9.78
0.09; -0.11; 9.8
0.05; -0.11; 9.75
0.09; -0.12; 9.69
0.09; -0.11; 9.71
0.09; -0.13; 9.72
0.09; -0.1; 9.71
0.08; -0.12; 9.75
0.11; -0.13; 9.75
0.1; -0.13; 9.75
0.12; -0.12; 9.77
0.05; -0.14; 9.79
0.05; -0.14; 9.75
0.11; -0.12; 9.67
0.07; -0.15; 9.76
0.1; -0.13; 9.73
0.09; -0.17; 9.76
0.11; -0.16; 9.71
0.11; -0.11; 9.78
0.05; -0.12; 9.7
0.09; -0.1; 9.77
0.08; -0.11; 9.76
0.08; -0.15; 9.74
0.05; -0.13; 9.75
0.05; -0.09; 9.72
0.07; -0.11; 9.7
0.11; -0.13; 9.71
0.11; -0.14; 9.69
0.05; -0.09; 9.7
0.09; -0.13; 9.74
0.09; -0.14; 9.73
0.07; -0.11; 9.75
0.08; -0.08; 9.76
0.07; -0.14; 9.73
0.08; -0.07; 9.77
0.1; -0.13; 9.75
0.07; -0.11; 9.72
0.07; -0.11; 9.7
0.08; -0.13; 9.78
0.07; -0.16; 9.74
0.08; -0.11; 9.74
0.11; -0.13; 9.72
0.07; -0.12; 9.73
0.08; -0.11; 9.78
0.11; -0.18; 9.73
0.07; -0.11; 9.7
0.07; -0.13; 9.71
0.08; -0.15; 9.79
0.1; -0.12; 9.71
0.06; -0.11; 9.69
0.11; -0.11; 9.72
0.1; -0.13; 9.69
0.1; -0.12; 9.73
0.08; -0.12; 9.72
0.07; -0.14; 9.75
0.04; -0.13; 9.75
0.11; -0.11; 9.71
0.09; -0.11; 9.74
0.11; -0.15; 9.74
0.06; -0.11; 9.75
0.12; -0.12; 9.76
0.07; -0.13; 9.77
0.05; -0.11; 9.73
0.1; -0.14; 9.73
0.13; -0.13; 9.77
0.11; -0.11; 9.76
0.07; -0.11; 9.72
0.11; -0.14; 9.78
0.08; -0.1; 9.75
0.11; -0.15; 9.74
0.09; -0.11; 9.76
0.11; -0.11; 9.76
0.09; -0.11; 9.74
0.08; -0.11; 9.69
0.09; -0.14; 9.73
0.07; -0.13; 9.71
0.08; -0.11; 9.67
0.09; -0.11; 9.73
0.08; -0.1; 9.72
0.06; -0.09; 9.74
0.09; -0.13; 9.72
0.04; -0.12; 9.81
0.07; -0.13; 9.71
0.07; -0.1; 9.72
0.11; -0.16; 9.72
0.04; -0.12; 9.71
0.08; -0.13; 9.75
0.06; -0.11; 9.75
0.06; -0.11; 9.75
0.09; -0.12; 9.74
0.07; -0.14; 9.71
0.07; -0.14; 9.79
0.07; -0.1; 9.72
0.1; -0.14; 9.75
0.08; -0.11; 9.78
0.08; -0.13; 9.71
0.08; -0.14; 9.72
0.08; -0.11; 9.72
0.09; -0.14; 9.75
0.11; -0.13; 9.68
0.08; -0.15; 9.69
0.1; -0.09; 9.71
0.07; -0.13; 9.77
0.08; -0.15; 9.7
0.11; -0.11; 9.74
0.11; -0.13; 9.71
0.09; -0.15; 9.76
0.08; -0.14; 9.74
0.07; -0.09; 9.76
0.1; -0.12; 9.73
0.1; -0.13; 9.72
0.08; -0.09; 9.71
0.07; -0.11; 9.76
0.05; -0.11; 9.7
0.1; -0.14; 9.71
0.07; -0.13; 9.74
0.09; -0.09; 9.74
0.07; -0.12; 9.67
0.08; -0.16; 9.73
0.11; -0.11; 9.71
0.07; -0.1; 9.75
0.09; -0.12; 9.71
0.05; -0.11; 9.76
0.07; -0.1; 9.72
0.09; -0.12; 9.76
0.05; -0.13; 9.71
0.08; -0.12; 9.77
0.06; -0.15; 9.72
0.07; -0.11; 9.71
0.08; -0.1; 9.71
0.08; -0.12; 9.79
0.09; -0.12; 9.72
0.09; -0.14; 9.73
0.08; -0.14; 9.73
0.06; -0.11; 9.7
0.07; -0.1; 9.8
0.09; -0.11; 9.77
