-1.26; 0.17; 9.19
-2.28; -0.85; 10.93
-1.92; -0.22; 9.72
-2.29; -0.35; 9.53
-2.26; -0.25; 9.53
-2.1; -0.47; 9.47
-1.82; -0.4; 9.53
-2.22; -0.47; 9.51
-2.07; -0.39; 9.61
-2.08; -0.62; 9.49
-2.2; -0.48; 9.46
-2.24; -0.64; 9.39
-2.14; -0.46; 9.52
-2.31; -0.57; 9.42
-2.1; -0.55; 9.46
-2.04; -0.57; 9.43
-2.24; -0.55; 9.44
-2.15; -0.54; 9.41
-2.04; -0.58; 9.56
-2.12; -0.55; 9.46
-2.15; -0.59; 9.39
-2.06; -0.58; 9.45
-2.21; -0.54; 9.46
-2.06; -0.55; 9.45
-2.16; -0.59; 9.44
-2.25; -0.43; 9.5
-2.08; -0.57; 9.43
-2.06; -0.63; 9.51
-2.07; -0.6; 9.49
-3.11; -0.63; 9.57
-2.43; -0.59; 9.67
-0.66; -0.41; 9.96
-1.91; -0.59; 9.5
-2.36; -0.51; 9.31
-1.86; -0.52; 9.6
-2.05; -0.61; 9.43
-2.03; -0.67; 9.54
-1.94; -0.59; 9.46
-1.99; -0.62; 9.67
-2.0; -0.54; 9.22
-1.99; -0.61; 9.83
-1.94; -0.66; 9.42
-2.06; -0.57; 9.44
-1.89; -0.54; 9.54
-1.98; -0.65; 9.37
-2.04; -0.62; 9.49
-1.98; -0.61; 9.61
-1.98; -0.6; 9.33
-2.0; -0.48; 9.57
-1.67; -0.8; 9.45
-1.89; -0.18; 9.37
-1.65; -0.51; 9.59
-1.57; -0.48; 9.54
-1.86; -0.44; 9.56
-1.59; -0.37; 9.7
-1.66; -0.27; 9.68
-1.71; -0.41; 9.5
-1.84; -0.81; 9.38
-1.56; -0.48; 9.64
-1.84; -0.04; 9.52
-2.2; -0.5; 9.13
-2.04; -0.79; 9.69
-1.93; -0.42; 9.78
-2.33; -0.43; 9.53
-2.26; -0.38; 9.35
-2.16; -0.6; 9.49
-2.23; -0.6; 9.52
-2.31; -0.51; 9.45
-2.2; -0.47; 9.42
-2.23; -0.57; 9.43
-2.23; -0.52; 9.46
-2.21; -0.56; 9.5
-2.19; -0.46; 9.57
-2.26; -0.63; 9.35
-2.2; -0.66; 9.45
-2.1; -0.33; 9.59
-2.21; -0.34; 9.47
-2.19; -0.39; 9.45
-1.77; -0.21; 8.88
-1.83; -0.8; 9.75
-1.72; -0.05; 9.17
-1.8; -1.09; 10.03
-1.56; -0.12; 9.58
-1.93; -0.27; 9.53
-1.64; 0.28; 9.35
-1.78; 0.009999999; 9.67
-2.17; 0.41; 9.34
-3.08; 0.28; 9.45
-2.29; 0.05; 9.4
-2.41; 0.22; 9.33
-1.74; -0.19; 9.55
-2.17; 0.07; 9.37
-2.01; -0.009999999; 9.44
-2.08; 0.34; 9.45
-1.94; 0.19; 9.44
-2.21; 0.14; 9.53
-1.66; 0.16; 9.43
-1.77; 0.18; 9.51
-2.13; 0.27; 9.44
-2.13; 0.36; 9.48
-1.77; 0.18; 9.44
-1.94; 0.25; 9.52
-2.07; 0.19; 9.47
-2.03; 0.17; 9.47
-2.27; 0.35; 9.43
-2.08; 0.21; 9.45
-2.24; 0.18; 9.35
-2.11; 0.26; 9.45
-2.16; 0.21; 9.44
-2.16; 0.27; 9.45
-2.28; 0.1; 9.36
-2.21; 0.25; 9.47
-2.2; 0.03; 9.51
-2.34; 0.14; 9.48
-2.21; 0.22; 9.32
-2.24; 0.2; 9.41
-2.3; 0.09; 9.43
-2.28; 0.06; 9.45
-2.24; 0.13; 9.43
-2.31; 0.15; 9.36
-2.26; 0.09; 9.38
-2.27; 0.08; 9.35
-2.19; 0.16; 9.38
-2.34; 0.11; 9.45
-2.25; 0.11; 9.42
-2.27; 0.15; 9.39
-2.27; 0.12; 9.41
-2.25; 0.12; 9.41
-2.29; 0.13; 9.45
-2.29; 0.11; 9.42
-2.29; 0.09; 9.46
-2.25; 0.14; 9.49
-2.3; 0.1; 9.43
-2.18; 0.18; 9.32
-2.12; 0.11; 9.43
-2.27; 0.13; 9.42
-2.27; 0.11; 9.45
-2.26; 0.11; 9.36
-2.23; 0.11; 9.43
-2.29; 0.09; 9.37
-2.24; 0.11; 9.43
-2.32; 0.16; 9.39
-2.24; 0.13; 9.42
-2.26; 0.12; 9.45
-2.23; 0.1; 9.42
-2.23; 0.13; 9.45
-2.26; 0.11; 9.41
-2.25; 0.11; 9.45
-2.27; 0.15; 9.49
-2.24; 0.13; 9.36
-2.31; 0.15; 9.43
-2.23; 0.17; 9.4
-2.24; 0.13; 9.44
-2.23; 0.17; 9.4
-2.26; 0.16; 9.4
-2.23; 0.18; 9.43
-2.27; 0.16; 9.37
-2.23; 0.14; 9.45
-2.25; 0.11; 9.43
-2.22; 0.08; 9.45
-2.14; 0.21; 9.37
-2.13; 0.46; 9.45
-2.37; 0.16; 9.44
-2.22; 0.0; 9.39
-2.35; -0.03; 9.4
-2.16; 0.09; 9.53
-2.15; 0.16; 9.53
-2.28; -0.94; 9.39
-2.12; 0.11; 9.41
-2.45; 0.14; 9.38
-1.68; 0.009999999; 9.56
-1.61; 0.16; 9.47
-1.57; 0.09; 9.63
-1.53; 0.08; 9.63
-1.72; 0.06; 9.55
-1.67; 0.11; 9.67
-1.82; 0.13; 9.59
-1.88; 0.1; 9.53
-1.61; 0.22; 9.67
-1.78; 0.18; 9.49
-1.71; 0.11; 9.45
-1.57; 0.07; 9.6
-1.83; 0.12; 9.55
-1.64; 0.14; 9.61
